id	eggs_s1	eggs_s2	larves_s1	larves_s2	females_s1	females_s2	males_s1	males_s2
758	64	9	1	1	4	34	1	38
759	64	12	13	7	57	704	45	649
760	64	7	2	6	0	27	2	26
761	64	8	3	2	103	162	38	155
762	64	16	6	3	12	37	6	96
763	64	8	7	5	0	21	2	24
764	64	1	3	1	8	40	8	41
765	64	18	5	5	1	40	2	48
766	64	11	2	1	0	24	9	36
767	64	4	3	0	13	59	24	62
768	64	10	3	4	6	112	11	107
769	63	27	5	0	7	100	9	75
770	63	4	7	1	53	282	58	268
771	63	11	6	0	2	34	7	44
772	63	9	0	2	1	17	1	14
773	63	0	0	0	13	12	3	22
774	63	19	15	5	218	675	85	573
775	63	11	2	3	4	59	9	38
776	63	12	4	1	1	17	5	14
777	63	17	5	0	0	8	1	33
778	63	7	0	0	12	74	9	67
779	62	16	50	32	23	127	22	99
780	62	11	22	0	1	24	16	42
781	62	15	14	6	63	432	46	433
782	62	7	5	0	0	50	11	29
783	62	9	4	2	0	25	7	28
784	62	8	7	1	26	279	34	264
785	62	8	1	1	0	27	3	20
786	62	10	11	2	5	108	16	64
787	62	10	5	2	1	32	15	40
788	62	5	0	1	6	44	6	19
789	61	14	25	6	19	132	30	150
790	61	13	2	3	7	102	12	136
791	61	13	10	3	18	1139	27	965
792	61	10	2	0	0	31	1	32
793	60	5	13	1	88	738	47	776
794	60	27	9	10	109	397	57	327
795	60	6	0	1	6	39	3	24
796	60	6	5	12	4	32	3	24
797	60	9	9	4	39	311	42	343
798	60	6	5	4	16	461	19	415
799	60	7	14	0	7	151	37	111
800	60	12	10	9	0	43	4	56
801	60	14	8	2	0	19	6	34
802	60	8	4	6	42	213	34	273
803	59	1	0	0	2	24	5	9
804	59	17	3	14	6	57	2	43
805	59	11	6	3	48	140	22	126
806	59	11	8	1	13	54	9	44
807	59	11	0	0	0	8	2	17
808	59	5	14	3	3	178	41	121
809	58	5	0	2	0	17	3	18
810	58	11	5	2	12	29	14	20
811	58	13	16	0	16	278	22	206
812	58	2	4	0	5	59	11	44
813	58	17	14	3	7	117	22	96
814	58	3	2	2	0	1	2	3
815	57	18	6	10	66	459	58	507
816	57	7	4	1	5	50	9	36
817	57	7	11	2	79	729	53	813
818	57	6	1	1	1	53	11	39
819	57	8	0	0	1	31	2	20
820	57	14	5	3	21	168	22	171
821	56	13	8	3	29	356	60	327
822	56	23	9	1	1	31	5	21
823	56	10	0	0	7	59	10	56
824	56	11	9	6	0	61	1	38
825	56	9	9	5	44	329	42	350
826	56	11	8	1	49	258	15	164
827	56	18	2	5	0	21	1	25
828	56	10	3	5	2	64	6	43
829	55	12	6	2	37	362	30	307
830	55	5	8	3	23	60	7	76
831	55	16	8	9	32	622	42	478
832	55	6	4	6	8	170	6	289
833	55	9	8	3	9	70	7	64
834	55	12	8	6	30	164	25	151
835	55	11	6	0	1	138	0	95
836	55	10	4	1	4	105	21	63
837	55	20	9	1	0	8	2	19
838	55	7	3	5	0	30	8	30
839	55	14	5	7	16	128	17	119
840	55	12	20	1	15	45	19	57
841	55	7	3	4	17	222	23	189
842	55	3	6	1	0	60	10	45
843	55	6	14	1	12	86	36	98
844	55	2	1	0	4	25	8	35
845	55	8	9	2	31	622	29	690
846	54	9	5	6	4	99	6	77
847	54	364	1	0	2	33	8	26
848	54	13	2	4	1	12	2	29
849	54	4	1	0	21	109	16	75
850	54	4	2	0	11	264	11	149
851	54	8	21	3	0	20	9	33
852	54	5	0	0	2	106	1	132
853	54	4	1	1	14	95	11	56
854	53	15	3	1	3	28	1	41
855	53	18	5	1	27	60	10	57
856	53	12	4	0	0	10	8	14
857	53	8	6	4	29	277	28	304
858	53	2	2	1	7	72	14	44
859	53	16	4	5	1	17	2	17
860	53	12	7	1	75	237	49	265
861	53	18	21	9	48	218	34	216
862	53	11	1	1	2	38	4	68
863	53	9	7	4	69	527	43	626
864	52	11	7	6	20	410	33	335
865	52	8	4	2	28	95	27	69
866	52	7	1	3	0	27	0	30
867	52	10	29	6	1	43	11	42
868	52	7	5	1	4	13	6	29
869	52	42	16	6	157	361	39	292
870	52	47	7	55	64	275	42	242
871	52	15	5	6	108	284	53	272
872	52	13	0	0	15	38	6	29
873	51	16	8	7	15	205	36	196
874	51	6	6	0	5	26	5	36
875	51	5	1	3	17	33	4	22
876	51	8	2	2	5	39	7	31
877	51	16	43	0	45	67	14	57
878	51	10	1	3	0	37	4	31
879	51	13	9	2	106	266	56	386
880	51	8	8	3	11	16	9	29
881	51	22	24	10	363	310	160	325
882	51	7	11	1	77	597	57	472
883	51	8	6	2	0	28	7	39
884	51	6	0	5	0	45	6	34
885	51	7	2	2	3	90	8	84
886	51	32	5	5	71	366	23	214
887	50	11	3	0	12	185	9	310
888	50	1090	9	23	36	161	18	666
889	50	6	9	1	38	1509	39	1940
890	50	0	0	0	12	13	0	9
891	50	8	1	0	9	55	15	51
892	50	13	3	1	5	136	19	134
893	50	4	0	2	17	23	0	28
894	50	4	7	4	53	250	27	232
895	50	2	5	4	36	146	23	119
896	50	5	2	0	1	34	6	40
897	50	9	2	2	0	9	4	19
898	49	4	5	2	45	210	30	187
899	49	6	3	5	6	44	7	36
900	49	19	12	4	151	670	83	505
901	49	9	2	5	8	77	9	73
902	49	18	9	12	83	810	91	693
903	49	7	2	0	4	24	0	15
904	49	5	5	4	1	52	26	53
905	49	2	2	0	5	21	2	11
906	49	23	1	1	8	453	217	238
907	48	6	5	4	22	1273	24	778
908	48	15	18	5	177	690	92	652
909	48	6	7	0	4	35	4	34
910	48	14	2	1	1	35	6	24
911	48	8	13	2	3	103	21	123
912	48	5	2	1	11	79	13	79
913	48	10	9	0	1	38	8	44
914	47	11	1	1	2	37	6	36
915	47	9	19	2	94	348	35	270
916	47	11	5	5	30	98	17	123
917	47	17	4	5	20	202	13	171
918	47	8	10	1	20	68	14	80
919	47	3	5	1	18	68	16	92
920	47	13	4	2	16	223	31	154
921	47	12	13	5	79	629	72	456
922	46	3	4	1	19	68	24	47
923	46	8	2	7	18	180	16	179
924	46	15	7	7	40	163	27	141
925	46	5	2	1	3	56	9	41
926	46	7	2	2	10	99	14	103
927	46	11	0	4	1	24	3	8
928	46	7	16	6	8	56	15	55
929	46	8	2	7	3	45	3	39
930	46	12	2	4	32	277	20	233
931	46	8	8	6	32	272	74	283
932	45	58	11	5	83	478	74	493
933	45	2	1	0	1	10	5	14
934	45	5	5	4	0	18	1	16
935	45	13	36	8	118	466	103	492
936	45	3	1	4	0	82	3	48
937	45	8	1	5	14	35	3	12
938	45	16	10	6	69	634	63	503
939	45	10	7	6	40	483	111	407
940	45	9	9	5	38	179	30	173
941	45	6	5	2	11	202	25	179
942	45	5	4	2	21	195	16	178
943	45	11	0	2	2	17	2	7
944	45	7	4	2	66	226	26	217
945	45	8	0	2	16	259	16	213
946	45	31	5	7	45	249	17	206
947	45	10	8	0	44	284	27	275
948	44	6	2	3	62	239	43	236
949	44	19	6	1	24	352	27	342
950	44	5	2	0	3	18	0	13
951	44	2	0	0	8	18	3	26
952	44	11	8	6	22	334	46	304
953	44	7	2	0	21	109	13	83
954	44	12	5	1	0	16	0	16
955	44	7	3	3	1	34	6	27
956	44	12	5	3	39	413	22	363
957	43	9	3	4	2	26	8	30
958	43	6	2	1	2	38	6	26
959	43	11	2	3	43	209	33	189
960	43	2	3	0	23	165	20	131
961	43	17	13	4	41	234	69	281
962	43	6	19	4	68	466	44	531
963	43	3	3	4	20	171	19	143
964	43	13	14	2	120	358	89	433
965	42	8	5	0	26	124	15	109
966	42	2	3	4	25	136	21	104
967	42	9	0	4	5	225	6	177
968	42	10	2	2	12	168	9	137
969	42	8	0	0	6	61	37	50
970	42	2	2	6	8	56	12	50
971	42	9	3	6	0	108	12	77
972	41	2	2	3	10	75	10	59
973	41	2	5	6	11	104	22	71
974	41	3	1	2	13	29	4	42
975	41	9	10	5	40	213	12	202
976	41	16	10	7	61	238	30	187
977	41	7	9	2	3	28	9	33
978	41	7	55	0	6	36	6	22
979	41	9	3	1	62	252	47	164
980	41	4	4	0	7	78	11	64
981	41	9	3	3	44	1191	28	1172
982	41	6	18	2	3	49	8	66
983	41	6	3	3	11	37	11	29
984	40	6	3	8	0	26	4	29
985	40	4	9	1	2	2162	1143	866
986	40	3	2	5	27	155	17	180
987	40	3	3	5	2	22	3	15
988	40	11	11	11	58	476	32	391
989	40	7	0	2	22	383	13	225
990	40	7	2	1	1	26	4	10
991	40	2	5	1	14	162	20	160
992	40	7	8	2	23	227	31	222
993	40	1	1	5	4	147	15	135
994	40	4	3	0	7	265	11	211
995	40	7	9	4	33	159	24	160
996	40	15	2	8	71	416	48	334
997	40	7	7	1	9	40	3	40
998	40	8	2	0	26	276	17	233
999	40	5	0	0	0	12	4	18
1000	39	12	8	2	5	26	9	31
1001	39	7	15	3	46	117	11	112
1002	39	2	1	0	1	40	3	60
1003	39	9	4	1	10	13	3	6
1004	39	12	1	0	46	183	58	207
1005	39	13	31	7	7	86	7	102
1006	39	11	6	9	27	200	22	181
1007	39	2	3	1	1	33	4	19
1008	39	6	3	0	0	24	3	13
1009	39	5	1	1	13	91	7	82
1010	39	12	4	1	28	332	38	327
1011	39	7	9	8	72	2010	50	2548
1012	39	4	10	4	35	205	32	209
1013	39	10	8	1	22	725	43	535
1014	39	5	0	5	3	96	20	89
1015	38	3	8	1	11	73	4	56
1016	38	5	15	1	5	22	3	24
1017	38	5	0	3	1	27	3	13
1018	38	14	14	3	85	732	38	677
1019	38	5	4	1	11	62	13	35
1020	38	13	3	1	2	14	4	28
1021	38	6	0	1	6	27	2	32
1022	38	6	0	0	7	32	8	52
1023	38	3	5	2	20	257	26	176
1024	38	6	3	0	2	17	8	32
1025	38	9	11	5	43	347	47	287
1026	38	3	6	1	24	138	14	112
1027	38	11	20	3	88	986	104	777
1028	38	21	4	38	43	315	47	309
1029	37	7	0	0	3	11	4	31
1030	37	24	11	4	113	269	78	282
1031	37	4	2	1	18	57	6	58
1032	37	6	5	0	2	63	14	18
1033	37	1	2	0	11	36	2	42
1034	37	3	7	2	21	80	13	70
1035	37	5	0	0	4	49	4	52
1036	37	5	2	0	10	17	0	18
1037	37	5	4	1	2	63	3	75
1038	37	2	2	1	3	121	37	84
1039	37	16	2	3	17	87	10	83
1040	37	2	4	2	15	76	14	32
1041	37	6	2	1	40	176	16	110
1042	37	6	0	0	6	26	3	32
1043	37	2	2	3	18	74	21	119
1044	37	4	10	0	1	61	15	54
1045	37	0	0	2	1	22	7	23
1046	37	13	1	1	1	19	6	34
1047	36	1	0	0	0	51	9	66
1048	36	62	8	7	52	324	50	321
1049	36	8	29	0	11	36	13	37
1050	36	5	0	5	6	21	1	16
1051	36	3	4	2	11	190	15	172
1052	36	10	2	0	0	25	2	13
1053	36	11	4	3	32	58	14	41
1054	36	9	1	5	8	99	17	89
1055	36	7	2	0	39	287	24	239
1056	36	3	0	1	31	90	13	110
1057	36	12	3	4	1	14	0	10
1058	36	2	6	1	1	38	10	9
1059	36	5	6	2	8	62	12	68
1060	36	3	1	2	3	7	0	15
1061	36	4	4	3	1	33	2	92
1062	35	2	12	2	17	222	31	179
1063	35	7	1	3	14	54	12	67
1064	35	6	3	0	16	20	2	11
1065	35	6	2	0	14	77	7	61
1066	35	4	2	4	6	1319	672	592
1067	35	5	2	4	21	3052	32	867
1068	35	3	4	5	43	388	22	414
1069	35	3	6	5	18	29	4	21
1070	35	11	2	8	37	159	48	151
1071	35	5	3	4	24	139	24	173
1072	35	4	1	2	16	89	12	84
1073	35	4	2	5	7	18	6	20
1074	35	5	7	4	17	379	186	233
1075	35	15	1	1	14	51	3	49
1076	35	3	1	0	3	40	7	27
1077	35	2	6	4	31	228	30	195
1078	35	2	9	2	44	170	24	154
1079	35	7	2	3	18	196	16	190
1080	35	28	4	4	4	13	5	17
1081	35	1	2	0	2	57	4	45
1082	35	8	8	0	2	69	10	45
1083	35	6	4	3	51	117	18	120
1084	34	9	12	1	0	60	4	71
1085	34	4	4	0	10	149	21	131
1086	34	11	2	8	10	113	4	87
1087	34	4	5	2	47	177	17	115
1088	34	4	6	0	20	62	21	37
1089	34	1	6	0	16	77	14	75
1090	34	6	16	1	7	7	0	16
1091	34	6	2	2	31	72	27	113
1092	34	8	2	0	1	16	2	6
1093	34	4	0	1	0	28	3	28
1094	34	12	14	9	107	202	95	256
1095	34	9	5	6	122	209	54	165
1096	34	4	0	0	6	4	0	14
1097	34	8	3	5	62	289	46	300
1098	34	5	5	3	16	178	12	141
1099	34	8	0	3	9	39	5	28
1100	34	7	3	0	4	78	36	93
1101	34	8	1	0	11	34	4	27
1102	34	7	9	9	45	274	38	266
1103	34	0	6	1	1	67	11	45
1104	33	4	2	3	49	112	18	77
1105	33	503	8	3	5	13	8	20
1106	33	2	3	4	1	39	7	24
1107	33	7	5	3	2	24	10	28
1108	33	7	5	3	14	400	24	394
1109	33	2	5	0	0	17	0	20
1110	33	3	0	4	0	71	7	55
1111	33	6	9	6	140	361	92	348
1112	33	10	2	1	0	41	8	38
1113	33	10	31	1	1	39	7	29
1114	33	5	0	6	3	8	4	42
1115	33	11	1	0	0	43	3	28
1116	33	4	0	1	17	90	11	87
1117	33	5	2	1	0	25	1	9
1118	33	10	10	6	29	28	6	40
1119	33	2	3	0	0	48	8	28
1120	33	1	1	0	0	36	6	23
1121	33	7	2	0	7	78	6	55
1122	33	0	1	0	0	25	1	33
1123	33	1	3	4	11	74	10	58
1124	33	5	0	0	10	89	12	95
1125	33	9	9	4	2	133	19	83
1126	33	1	1	1	12	44	5	30
1127	33	6	4	0	19	85	12	127
1128	33	9	5	1	8	28	4	10
1129	33	2	2	0	0	32	7	19
1130	32	1	0	0	0	12	4	23
1131	32	16	11	2	115	230	45	212
1132	32	4	5	1	9	56	7	39
1133	32	5	5	1	97	326	63	260
1134	32	4	0	2	4	20	6	15
1135	32	2	6	0	22	191	21	151
1136	32	26	23	71	20	25	5	12
1137	32	7	11	1	28	320	20	249
1138	32	9	1	0	5	38	4	23
1139	32	19	3	1	13	48	6	67
1140	32	13	3	3	28	200	24	178
1141	32	1	2	1	2	20	7	8
1142	32	0	41	1	23	107	3	89
1143	32	4	4	0	23	177	17	151
1144	32	3	5	2	8	128	31	103
1145	32	6	3	0	10	19	2	14
1146	32	9	5	2	6	134	13	180
1147	32	8	10	6	76	325	27	343
1148	32	9	2	0	4	50	3	55
1149	32	4	5	1	9	128	24	132
1150	32	8	3	0	2	61	15	53
1151	32	5	5	0	40	220	15	171
1152	32	2	9	0	0	18	6	10
1153	32	9	7	5	80	108	35	119
1154	32	3	2	0	1	4	0	10
1155	32	8	3	1	89	95	8	44
1156	32	4	4	0	38	132	28	127
1157	31	4	4	0	14	51	11	24
1158	31	9	0	13	14	124	15	58
1159	31	7	8	4	121	221	31	220
1160	31	1	0	1	6	50	1	62
1161	31	5	1	2	1	20	4	22
1162	31	6	4	2	2	212	3	298
1163	31	2	7	0	8	80	12	94
1164	31	7	11	2	181	1065	93	780
1165	31	6	9	1	18	142	27	154
1166	31	5	5	4	23	108	15	130
1167	31	3	1	0	0	19	2	11
1168	31	2	6	1	82	248	22	144
1169	31	4	12	2	9	35	11	27
1170	31	2	2	0	34	191	25	160
1171	31	2	5	4	34	142	22	150
1172	31	5	4	0	4	188	119	80
1173	31	2	2	1	29	130	24	126
1174	31	0	0	1	1	98	1	76
1175	31	3	6	1	6	132	18	119
1176	31	27	5	2	56	271	29	235
1177	31	9	4	0	31	56	10	76
1178	31	5	4	1	8	77	7	68
1179	31	4	4	0	3	16	3	16
1180	31	0	2	2	15	41	5	36
1181	31	2	2	5	17	158	24	166
1182	30	6	4	1	4	30	7	31
1183	30	1	4	2	10	28	6	27
1184	30	5	4	0	57	106	20	102
1185	30	14	1	2	8	63	16	57
1186	30	15	9	8	159	1204	84	928
1187	30	6	1	1	2	18	4	9
1188	30	2	2	1	32	72	19	81
1189	30	8	2	2	19	156	17	120
1190	30	7	2	3	12	76	9	48
1191	30	11	4	0	61	540	30	748
1192	30	0	0	2	13	56	5	34
1193	30	1	5	0	18	56	30	47
1194	30	3	1	1	0	55	5	32
1195	30	7	3	0	0	9	1	17
1196	30	2	7	2	2	136	17	128
1197	30	5	0	3	6	24	5	24
1198	30	1	5	2	11	123	20	138
1199	30	3	2	1	24	148	16	135
1200	30	6	6	1	110	3099	39	1547
1201	30	3	8	1	3	30	3	31
1202	30	2	0	0	9	40	3	27
1203	30	6	6	4	63	240	30	248
1204	30	14	9	3	123	478	59	378
1205	30	25	0	7	4	15	5	11
1206	30	10	10	4	31	418	33	434
1207	30	3	1	3	45	197	27	157
1208	30	5	2	1	2	103	11	111
1209	29	17	5	4	99	130	27	117
1210	29	3	1	4	3	189	10	141
1211	29	10	3	13	5	146	12	116
1212	29	3	1	3	0	98	4	113
1213	29	2	4	1	10	28	8	20
1214	29	10	10	7	170	534	97	560
1215	29	6	3	1	13	185	25	148
1216	29	1	1	3	9	237	15	228
1217	29	6	10	2	75	416	57	388
1218	29	5	1	2	7	103	20	138
1219	29	7	3	0	4	60	9	119
1220	29	3	1	2	9	69	19	76
1221	29	30	1	6	2	12	6	16
1222	29	3	4	0	0	44	1	27
1223	29	4	0	0	1	24	4	20
1224	29	5	2	0	18	56	6	52
1225	29	3	2	3	15	77	15	94
1226	29	5	3	0	8	41	3	35
1227	29	2	3	3	1	74	4	56
1228	29	3	5	0	3	25	10	27
1229	29	8	13	6	44	365	54	318
1230	29	3	12	1	4	186	91	128
1231	29	4	5	6	24	191	21	136
1232	29	5	3	2	8	74	16	88
1233	29	1	0	1	1	56	7	47
1234	28	0	2	10	0	16	2	10
1235	28	7	6	2	47	120	23	113
1236	28	6	4	0	3	36	14	28
1237	28	6	7	9	12	156	19	175
1238	28	4	4	5	25	205	33	174
1239	28	8	4	7	7	135	19	127
1240	28	4	4	0	6	144	12	108
1241	28	3	1	1	1	20	0	12
1242	28	3	0	0	80	97	9	160
1243	28	7	5	5	32	293	29	189
1244	28	11	12	1	30	234	53	193
1245	28	6	4	3	29	153	26	146
1246	28	12	10	2	86	273	43	261
1247	28	3	0	0	0	15	3	10
1248	28	2	3	0	12	71	1	76
1249	28	6	5	3	43	270	42	273
1250	28	6	4	2	33	162	13	105
1251	28	5	5	1	6	105	11	137
1252	28	3	0	0	1	14	6	20
1253	28	3	2	0	4	43	6	41
1254	28	1	2	1	0	24	3	22
1255	28	5	3	6	12	66	14	66
1256	28	2	1	4	1	28	4	22
1257	28	8	0	2	24	194	17	199
1258	28	13	9	15	102	395	81	432
1259	28	7	16	10	173	623	80	670
1260	28	5	4	2	13	174	14	101
1261	28	4	6	0	4	39	12	51
1262	27	1	1	1	1	11	3	14
1263	27	1	1	0	3	153	15	132
1264	27	8	3	2	20	113	15	124
1265	27	3	2	0	0	15	4	17
1266	27	2	5	0	33	281	47	270
1267	27	5	1	3	33	71	14	65
1268	27	1	6	0	4	98	14	84
1269	27	19	6	6	35	366	39	283
1270	27	6	6	6	13	169	19	139
1271	27	22	3	11	20	297	35	352
1272	27	2	1	2	19	450	12	282
1273	27	3	4	0	0	17	2	17
1274	27	2	4	0	4	41	4	34
1275	27	4	1	0	10	52	8	56
1276	27	9	6	0	38	240	36	243
1277	27	11	18	3	102	164	59	172
1278	27	3	0	5	17	172	28	187
1279	27	4	4	6	6	114	12	107
1280	27	12	1	3	14	329	28	238
1281	27	3	5	3	49	334	27	280
1282	27	1	5	1	2	26	6	30
1283	27	10	0	6	10	36	13	45
1284	26	4	5	3	14	192	21	172
1285	26	0	1	0	0	17	10	21
1286	26	4	4	2	3	105	20	56
1287	26	7	27	0	15	215	5	167
1288	26	1	1	1	1	33	8	61
1289	26	1	2	0	13	109	20	105
1290	26	1	1	1	8	37	2	43
1291	26	6	3	1	19	414	28	422
1292	26	10	6	3	48	331	39	313
1293	26	7	1	0	0	18	2	13
1294	26	2	3	4	0	14	2	21
1295	26	4	2	3	3	85	11	80
1296	26	10	4	0	51	205	24	155
1297	26	1	5	1	2	17	9	10
1298	26	0	3	0	1	14	2	29
1299	26	3	3	0	2	29	6	18
1300	26	8	5	6	8	158	12	135
1301	26	9	5	3	24	238	19	132
1302	26	1	0	0	10	8	0	9
1303	26	10	3	0	22	136	18	146
1304	26	4	3	0	28	175	18	153
1305	26	6	11	0	9	114	20	102
1306	26	2	2	1	3	156	5	136
1307	26	6	1	1	8	36	9	23
1308	25	9	10	1	3	54	18	72
1309	25	2	4	1	10	114	14	122
1310	25	3	5	1	9	141	16	109
1311	25	5	2	1	9	32	12	54
1312	25	3	2	1	2	26	12	18
1313	25	3	2	4	0	16	3	15
1314	25	3	16	0	2	29	6	10
1315	25	3	1	6	29	179	15	149
1316	25	6	5	8	42	136	16	97
1317	25	3	2	0	3	32	2	31
1318	25	2	0	1	12	42	5	28
1319	25	14	4	3	43	314	30	218
1320	25	4	9	1	20	11	5	11
1321	25	6	3	1	6	135	40	92
1322	25	3	8	1	16	12	7	28
1323	25	4	1	0	27	103	15	76
1324	25	16	3	0	1	21	1	29
1325	25	3	2	3	5	191	12	215
1326	25	8	7	3	18	317	28	251
1327	25	4	4	0	0	14	1	17
1328	25	3	5	3	17	83	7	73
1329	25	15	2	2	33	140	14	110
1330	25	0	1	5	9	99	25	127
1331	25	2	4	0	20	95	23	96
1332	25	1	1	3	0	12	3	19
1333	25	3	3	2	4	18	0	13
1334	25	1	3	1	0	27	3	30
1335	24	1	1	0	0	79	8	53
1336	24	3	1	0	8	29	7	27
1337	24	5	2	0	2	78	8	77
1338	24	5	2	1	4	24	6	41
1339	24	5	2	0	18	1987	19	972
1340	24	2	4	0	11	28	5	23
1341	24	1	4	0	7	31	4	21
1342	24	7	1	2	0	20	3	16
1343	24	2	2	2	16	62	6	74
1344	24	5	9	6	24	140	12	152
1345	24	1	3	2	1	86	9	42
1346	24	4	9	1	7	47	12	38
1347	24	3	2	1	8	66	14	44
1348	24	6	0	2	0	24	1	22
1349	24	13	4	2	39	145	27	137
1350	24	5	7	2	1041	1164	133	488
1351	24	0	0	1	41	69	10	98
1352	24	2	0	1	0	39	3	44
1353	24	4	2	2	0	44	3	19
1354	24	6	2	3	25	183	18	179
1355	24	9	3	3	12	20	4	11
1356	24	1	5	0	32	124	14	153
1357	24	8	6	5	25	143	18	108
1358	24	3	2	2	20	43	10	24
1359	24	10	3	4	78	297	25	249
1360	24	11	4	0	1	34	7	19
1361	23	2	2	0	0	8	2	7
1362	23	0	0	1	11	14	3	22
1363	23	4	6	6	41	194	21	422
1364	23	5	3	2	12	67	16	77
1365	23	2	4	2	48	220	26	180
1366	23	3	7	4	20	313	30	241
1367	23	8	10	2	7	123	8	107
1368	23	5	0	2	4	25	4	27
1369	23	1	1	0	2	50	3	43
1370	23	9	3	4	31	61	16	66
1371	23	3	1	0	1	14	2	24
1372	23	4	1	3	3	72	28	71
1373	23	7	1	3	36	155	22	114
1374	23	7	1	0	34	58	8	35
1375	23	1	1	1	8	67	10	50
1376	23	1	3	2	1	61	5	51
1377	23	0	4	0	2	13	2	5
1378	23	5	5	3	16	83	7	65
1379	23	6	19	0	24	60	5	69
1380	23	3	5	4	49	368	21	368
1381	23	7	1	7	0	23	2	13
1382	23	10	0	3	12	15	3	23
1383	23	1	4	0	3	19	4	16
1384	23	3	1	1	3	25	2	31
1385	22	9	7	2	21	412	31	295
1386	22	8	5	4	7	9	5	12
1387	22	7	4	2	7	155	16	177
1388	22	14	11	2	35	266	69	219
1389	22	6	6	2	25	118	16	102
1390	22	5	2	1	28	143	23	106
1391	22	5	1	0	0	30	9	31
1392	22	1	7	2	5	164	23	114
1393	22	6	10	0	1	12	12	26
1394	22	4	5	3	10	5	0	18
1395	22	10	4	4	346	608	69	292
1396	22	5	0	0	0	53	18	50
1397	22	3	0	0	0	39	2	28
1398	22	5	2	2	0	10	9	38
1399	22	8	2	1	17	147	21	145
1400	22	4	1	0	24	67	5	75
1401	22	13	2	5	9	207	14	106
1402	22	3	3	0	2	44	8	27
1403	22	1	4	4	12	123	18	138
1404	22	9	2	2	23	123	15	95
1405	22	2	2	0	1	66	5	88
1406	22	5	8	0	1	107	31	54
1407	22	0	1	3	0	62	11	47
1408	22	2	6	1	21	178	13	161
1409	22	6	3	2	14	115	11	86
1410	22	1	3	0	23	35	6	22
1411	22	20	6	0	20	249	38	209
1412	22	3	3	2	9	73	10	54
1413	22	5	2	1	3	19	7	22
1414	22	4	7	12	2	12	1	12
1415	22	3	2	0	0	12	1	8
1416	22	2	6	1	10	46	8	55
1417	22	4	2	0	0	48	4	23
1418	22	1	2	0	1	32	7	39
1419	22	5	1	0	8	52	2	42
1420	22	2	5	2	14	856	24	900
1421	22	2	11	1	36	170	19	135
1422	22	3	13	0	2	20	3	13
1423	22	1	1	0	3	50	15	25
1424	22	4	3	2	28	153	10	153
1425	21	3	3	1	24	63	13	82
1426	21	5	7	5	569	777	31	271
1427	21	2	8	0	0	29	9	51
1428	21	0	3	0	0	20	6	23
1429	21	1	14	1	0	29	2	18
1430	21	2	2	2	4	35	6	38
1431	21	6	1	0	8	93	5	100
1432	21	7	3	0	1	93	17	94
1433	21	4	6	1	59	862	43	642
1434	21	6	6	4	18	151	19	130
1435	21	3	1	0	23	130	12	95
1436	21	2	0	5	2	48	7	32
1437	21	0	0	2	0	2	0	7
1438	21	2	10	0	4	18	17	21
1439	21	5	1	0	0	19	8	12
1440	21	6	1	8	18	25	5	52
1441	21	4	1	0	36	100	14	109
1442	21	1	5	7	37	224	13	161
1443	21	0	0	0	10	39	4	40
1444	21	6	1	1	0	17	19	23
1445	21	3	6	0	29	86	12	51
1446	21	2	10	5	9	140	16	123
1447	21	1	5	3	8	41	10	57
1448	21	3	3	1	31	115	25	153
1449	21	1	0	1	5	42	7	48
1450	21	3	2	2	15	114	12	124
1451	21	10	3	3	2	35	8	34
1452	21	34	3	4	54	188	25	145
1453	21	1	1	3	46	117	59	110
1454	21	2	2	2	9	129	24	132
1455	21	9	4	4	34	240	20	250
1456	21	4	11	0	13	60	5	31
1457	21	3	0	0	8	29	2	30
1458	20	1	3	2	28	117	17	104
1459	20	4	1	2	14	47	3	48
1460	20	5	5	0	17	135	24	111
1461	20	2	4	1	3	223	13	136
1462	20	7	1	3	48	173	22	165
1463	20	1	4	4	0	13	5	14
1464	20	3	1	0	18	141	7	103
1465	20	6	3	0	24	283	36	281
1466	20	2	6	1	4	63	13	62
1467	20	7	3	2	6	84	10	100
1468	20	2	3	2	6	265	23	230
1469	20	4	1	1	14	53	17	33
1470	20	4	4	1	1	40	10	39
1471	20	3	1	0	16	40	7	27
1472	20	3	6	2	11	70	31	53
1473	20	7	2	0	1	143	21	87
1474	20	2	2	3	34	110	16	73
1475	20	1	3	2	12	105	13	91
1476	20	5	4	0	1	17	4	21
1477	20	3	1	0	0	13	2	18
1478	20	5	5	0	16	57	15	77
1479	20	6	1	2	32	136	15	112
1480	20	7	3	0	10	52	3	17
1481	20	0	2	1	1	27	1	167
1482	20	3	4	3	19	185	17	213
1483	20	4	0	0	5	5	1	7
1484	20	3	2	0	11	35	5	44
1485	20	1	2	9	28	141	14	124
1486	20	0	1	3	9	21	4	13
1487	20	17	5	2	36	133	28	134
1488	20	9	0	3	6	39	2	33
1489	20	4	1	1	0	19	6	30
1490	19	5	1	0	1	35	2	44
1491	19	2	1	0	10	34	3	16
1492	19	6	4	3	64	114	28	92
1493	19	6	2	1	10	177	13	152
1494	19	4	3	2	7	91	5	71
1495	19	12	3	3	48	139	18	137
1496	19	2	5	0	10	64	7	51
1497	19	3	4	2	27	151	22	148
1498	19	5	3	3	4	113	8	84
1499	19	3	4	1	1	60	12	47
1500	19	4	2	2	1	34	5	23
1501	19	3	4	1	8	104	22	98
1502	19	2	0	1	2	65	7	87
1503	19	3	2	2	5	129	17	112
